22,,5,0,0,0,1,0,0,0,0,0,System.Byte[]
0,,0,8,0,0,0,0,0,0,0,0,System.Byte[]
1,,0,8,0,0,0,1,0,0,0,1,System.Byte[]
2,,0,9,0,0,0,0,0,0,0,0,System.Byte[]
3,,0,9,0,0,0,1,0,0,0,1,System.Byte[]
4,,0,5,0,0,0,0,0,0,0,0,System.Byte[]
6,,0,5,0,0,0,1,0,0,0,1,System.Byte[]
7,,0,6,0,0,0,0,0,0,0,0,System.Byte[]
8,,0,6,0,0,0,1,0,0,0,1,System.Byte[]
9,,0,0,0,0,0,0,0,0,0,0,System.Byte[]
10,,1,8,18,0,0,0,0,0,0,0,System.Byte[]
11,,1,9,19,0,0,0,0,0,0,0,System.Byte[]
12,,0,4,0,0,0,0,0,0,0,0,System.Byte[]
13,,0,3,0,0,0,0,0,0,0,0,System.Byte[]
14,,0,1,0,0,0,0,0,0,0,0,System.Byte[]
15,,0,16,0,0,0,0,0,0,0,0,System.Byte[]
16,,0,12,0,0,0,0,0,0,0,0,System.Byte[]
17,,0,13,0,0,0,0,0,0,0,0,System.Byte[]
18,,1,0,0,0,1,0,0,0,0,0,System.Byte[]
19,,2,0,0,0,1,0,0,0,0,0,System.Byte[]
20,,3,0,0,0,1,0,0,0,0,0,System.Byte[]
21,,4,0,0,0,1,0,0,0,0,0,System.Byte[]
23,,6,0,0,0,1,0,0,0,0,0,System.Byte[]
24,,7,0,0,0,1,0,0,0,0,0,System.Byte[]
25,,8,0,0,0,1,0,0,0,0,0,System.Byte[]
26,,1,5,0,0,1,1,0,0,0,0,System.Byte[]
27,,2,5,0,0,1,1,0,0,0,0,System.Byte[]
28,,3,5,0,0,1,1,0,0,0,0,System.Byte[]
29,,4,5,0,0,1,1,0,0,0,0,System.Byte[]
30,,5,5,0,0,1,1,0,0,0,0,System.Byte[]
31,,6,5,0,0,1,1,0,0,0,0,System.Byte[]
32,,7,5,0,0,1,1,0,0,0,0,System.Byte[]
33,,8,5,0,0,1,1,0,0,0,0,System.Byte[]
34,,1,15,0,0,1,1,0,0,0,0,System.Byte[]
35,,1,15,5,0,1,1,1,0,0,0,System.Byte[]
36,,1,17,0,0,1,0,0,0,0,0,System.Byte[]
37,,2,17,0,0,1,0,0,0,0,0,System.Byte[]
38,,3,17,0,0,1,0,0,0,0,0,System.Byte[]
39,,4,17,0,0,1,0,0,0,0,0,System.Byte[]
40,,5,17,0,0,1,0,0,0,0,0,System.Byte[]
41,,6,17,0,0,1,0,0,0,0,0,System.Byte[]
42,,7,17,0,0,1,0,0,0,0,0,System.Byte[]
43,,8,17,0,0,1,0,0,0,0,0,System.Byte[]
48,,0,6,8,0,0,0,0,0,0,0,System.Byte[]
49,,0,6,9,0,0,0,0,0,0,0,System.Byte[]
50,,1,6,0,0,1,0,0,0,0,0,System.Byte[]
51,,2,6,0,0,1,0,0,0,0,0,System.Byte[]
52,,3,6,0,0,1,0,0,0,0,0,System.Byte[]
53,,4,6,0,0,1,0,0,0,0,0,System.Byte[]
54,,5,6,0,0,1,0,0,0,0,0,System.Byte[]
55,,6,6,0,0,1,0,0,0,0,0,System.Byte[]
56,,7,6,0,0,1,0,0,0,0,0,System.Byte[]
57,,8,6,0,0,1,0,0,0,0,0,System.Byte[]
58,,1,6,0,0,1,1,0,0,0,0,System.Byte[]
59,,2,6,0,0,1,1,0,0,0,0,System.Byte[]
60,,3,6,0,0,1,1,0,0,0,0,System.Byte[]
61,,4,6,0,0,1,1,0,0,0,0,System.Byte[]
62,,5,6,0,0,1,1,0,0,0,0,System.Byte[]
63,,6,6,0,0,1,1,0,0,0,0,System.Byte[]
64,,7,6,0,0,1,1,0,0,0,0,System.Byte[]
65,,8,6,0,0,1,1,0,0,0,0,System.Byte[]
66,,1,6,8,0,1,1,0,0,0,0,System.Byte[]
67,,2,6,8,0,1,1,0,0,0,0,System.Byte[]
68,,3,6,8,0,1,1,0,0,0,0,System.Byte[]
69,,4,6,8,0,1,1,0,0,0,0,System.Byte[]
70,,5,6,8,0,1,1,0,0,0,0,System.Byte[]
71,,6,6,8,0,1,1,0,0,0,0,System.Byte[]
72,,7,6,8,0,1,1,0,0,0,0,System.Byte[]
73,,8,6,8,0,1,1,0,0,0,0,System.Byte[]
74,,1,6,9,0,1,1,0,0,0,0,System.Byte[]
75,,2,6,9,0,1,1,0,0,0,0,System.Byte[]
76,,3,6,9,0,1,1,0,0,0,0,System.Byte[]
77,,4,6,9,0,1,1,0,0,0,0,System.Byte[]
78,,5,6,9,0,1,1,0,0,0,0,System.Byte[]
79,,6,6,9,0,1,1,0,0,0,0,System.Byte[]
80,,7,6,9,0,1,1,0,0,0,0,System.Byte[]
81,,8,6,9,0,1,1,0,0,0,0,System.Byte[]
82,,0,5,8,0,0,1,0,0,0,0,System.Byte[]
83,,0,5,9,0,0,1,0,0,0,0,System.Byte[]
90,,0,20,0,0,0,0,0,0,0,0,System.Byte[]
91,,0,21,0,0,0,0,0,0,0,0,System.Byte[]
92,,0,4,0,0,0,1,0,0,0,0,System.Byte[]
100,,0,22,0,0,0,0,0,0,0,0,System.Byte[]
101,,0,22,0,0,0,0,0,0,1,0,System.Byte[]
102,,0,22,0,0,0,0,0,0,2,0,System.Byte[]
103,,0,22,0,0,0,0,0,0,3,0,System.Byte[]
104,,0,22,0,0,0,0,0,0,4,0,System.Byte[]
105,,0,22,0,0,0,0,0,0,5,0,System.Byte[]
106,,0,22,0,0,0,0,0,0,6,0,System.Byte[]
107,,0,22,0,0,0,0,0,0,7,0,System.Byte[]
108,,0,22,0,0,0,0,0,0,8,0,System.Byte[]
109,,0,22,0,0,0,0,0,0,9,0,System.Byte[]
110,,0,22,0,0,0,0,0,0,10,0,System.Byte[]
111,,0,22,0,0,0,0,0,0,11,0,System.Byte[]
112,,0,22,0,0,0,0,0,0,12,0,System.Byte[]
113,,0,22,0,0,0,0,0,0,13,0,System.Byte[]
114,,0,22,0,0,0,0,0,0,14,0,System.Byte[]
115,,0,22,0,0,0,0,0,0,15,0,System.Byte[]
116,,0,22,0,0,0,0,0,0,16,0,System.Byte[]
117,,0,22,0,0,0,0,0,0,17,0,System.Byte[]
118,,0,22,0,0,0,0,0,0,18,0,System.Byte[]
119,,0,22,0,0,0,0,0,0,19,0,System.Byte[]
120,,0,22,0,0,0,0,0,0,20,0,System.Byte[]
121,,0,22,0,0,0,0,0,0,21,0,System.Byte[]
122,,0,22,0,0,0,0,0,0,22,0,System.Byte[]
123,,0,22,0,0,0,0,0,0,23,0,System.Byte[]
124,,0,22,0,0,0,0,0,0,24,0,System.Byte[]
125,,0,22,0,0,0,0,0,0,25,0,System.Byte[]
126,,0,22,0,0,0,0,0,0,26,0,System.Byte[]
127,,0,22,0,0,0,0,0,0,27,0,System.Byte[]
128,,0,22,0,0,0,0,0,0,28,0,System.Byte[]
129,,0,22,0,0,0,0,0,0,29,0,System.Byte[]
130,,0,22,0,0,0,0,0,0,30,0,System.Byte[]
131,,0,22,0,0,0,0,0,0,31,0,System.Byte[]
132,,0,22,0,0,0,0,0,0,32,0,System.Byte[]
133,,0,22,0,0,0,0,0,0,33,0,System.Byte[]
134,,0,22,0,0,0,0,0,0,34,0,System.Byte[]
135,,0,22,0,0,0,0,0,0,35,0,System.Byte[]
136,,0,22,0,0,0,0,0,0,36,0,System.Byte[]
137,,0,22,0,0,0,0,0,0,37,0,System.Byte[]
138,,0,22,0,0,0,0,0,0,38,0,System.Byte[]
139,,0,22,0,0,0,0,0,0,39,0,System.Byte[]
140,,0,22,0,0,0,0,0,0,40,0,System.Byte[]
141,,0,0,0,0,0,0,0,0,0,0,System.Byte[]
